id,movieid,imdbid,kewords,synopsis
81039,422,109297,police  abusive-mother  detective  murder  regaining-sight  female-nudity  breasts  female-frontal-nudity  sex-scene  female-protagonist  undressing  organ-donation  doctor-patient-relationship  public-nudity  male-stripper  male-rear-nudity  dancing  mal,A bar in which an Irish-sounding band called The Drovers Sean C Cleland  Craig Winston Damon  Michael Kirkpatrick David Callahan are playing music A group of executive dudes is creating a bit of a mess One of them gets cocky and tells the rest of his beer
81065,910,53291,cross-dressing  band  musician  spats  all-girl-band  witness  massacre  sugar  st-valentine's-day-massacre  saxophone  train  yacht  florida  millionaire  dressing  singer  valentine's-day  police  saxophone-player  police-raid  escape  parking-garage  m,Joe and Jerry  a saxophonist and bassist  respectively  are two working-class musicians  working in a Chicago speakeasy in February  1929 Though they have steady work  they still owe money to many of their friends However  Joe  the optimist  isn't worried
81069,1500,119229,assassin  reunion  high-school-reunion  high-school  suburb  hitman  psychiatrist  secretary  radio  therapist  nsa  union  party  laser-gun  mixed-martial-arts  building-explosion  biblical-quote  retirement-home  alzheimer's-disease  wiretapping  nsa-ag,Professional assassin Martin Q Blank John Cusack finds himself depressed and irritable  dissatisfied with his work and the increasing competition from rival assassins  including Grocer Dan Aykroyd  whose efforts to cartelize the business puts him at poten
81071,1463,120318,paparazzi  wedding-night  bride  manhattan-new-york-city  restaurant  new-york-city  dance  central-park-manhattan-new-york-city  writer  wedding-party  wedding-ceremony  waitress  waiter  unfaithful-wife  unfaithful-husband  tuxedo  therapist  tap-dancin,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisSometimes yo
81177,1136,71853,knight  camelot  king-arthur  holy-grail  lancelot  killer-rabbit  rabbit  castle  coconut  monty-python  arthurian-legend  cult-film  shrubbery  no-ending-credits  breaking-the-fourth-wall  quest  10th-century  satire  wizard  police  french  england  pl,The credits are rolled to deeply ominous music with several false starts  interlaced with apologies for the inadequacies of each  during which numerous titlers are fired en masse In the end  credits that are heavily laced with references to moose  llamas
81206,1227,87843,new-york  childhood-friend  1920s  ambiguity  speakeasy  mob-hit  rival-gang  good-versus-evil  gang-leader  pan-flute  fedora  scally-cap  gang-that-lives-together  outlaw-gang  outlaw  large-breasts  medium-breasts  sexy-woman  cleavage  gangster  jewis,The story is divided among three distinct time periods the early 1920s  the early 1930s and the year 1968 The story is also jumps back and forth between these times and is summarized chronologically hereIn 1968  David Noodles Aaronson Robert De Niro  retu
81235,1128,80749,fog  lighthouse  leper  california  ship  centennial  campfire  ghost  journal  revenge  small-town  church  female-dj  single-mother  female-hitchhiker  corpse  fishing-boat  radio-broadcast  priest  storytelling  campfire-story  tragic-villain  psychotr,Set in a Northern California fishing town called Antonio Bay  the town is about to celebrate its centennial on April 21  1980  and are having a celebration led by Kathy Williams Janet Leigh However  the centennial is also marked by ominous events  includi
81248,1371,79945,alien  spacecraft  space  warp-speed  space-station  voyager-spacecraft  transporter-accident  transporter-malfunction  mechanical-lifeform  artificial-lifeform  phaser  photon-torpedoes  spacesuit  psychedelic-image  telepathy  spacewalk  space-probe  go,In Klingon space  three Klingon battle cruisers encounter a huge cloud-like anomaly On the bridge of one of the ships  the captain Mark Lenard orders his crew to fire torpedoes at it  but they have no effect The ships take evasive actionMeanwhile  in Fede
81250,1032,43274,sudden-change-in-size  rabbit  queen  young-girl  forest  card  invisibility  hybrid-animal  walking-stick  angry  animal  match  cake  dog  falling-into-a-hole  sneeze  party  carrot  crying  tears  walrus  lizard  dodo-bird  fireworks  sister  sister-si,On the bank of a tranquil river  Alice Kathryn Beaumont grows bored listening to her older sister read aloud from a history book about William I of England Alice's sister scolds her  gently but firmly  for her lack of attention At that moment  Alice dream
81282,1253,43456,robot  alien-contact  cold-war-era  washington-dc  spacecraft  extraterrestrial  boy-meets-alien  afi  humanity-in-peril  first-contact  social-commentary  hope  red-scare  death-ray  physicist  radio-news  anti-war  fugitive  anti-nuclear  science-vs-mil,An extraterrestrial flying saucer is tracked streaking about the Earth until it gently lands on the President's Park Ellipse in Washington  DC Klaatu Michael Rennie emerges  announcing that he has come from outer space on a goodwill mission Upon opening a
81321,1124,82846,summer  cottage  marriage  box-office-hit  real-life-father-and-daughter-playing-father-and-daughter  love  man-with-glasses  family-relationships  parenthood  husband-wife-relationship  teenager  self-discovery  reconciliation  family-tragedy  alienation,On the beautiful Golden Pond really Squam Lake in Holderness  New Hampshire  elderly couple Ethel and Norman return to their summer cottage  where Ethel is immediately thrilled to hear the loons welcoming them back  although Norman claims he can hear noth
81334,1270,88763,time-travel  delorean  future  time-travel-comedy  clock-tower  time-machine  mad-scientist  year-1985  plutonium  high-school  nuclear-powered  rube-goldberg-machine  alternate-history  altering-history  person-in-car-trunk  chase  clock  automobile  pro,The title logo appears on a black background The scene opens in Dr Emmett Brown's Christopher Lloyd garagehome laboratory as the camera pan over a large collection of clocks A robotic tin can opener opens a tin of spoiled dog food and empties the contents
,,,and tapping in the style of Eddie Van Halen In the face of uncomprehending stares from the audience,while lost in heavy metal riffing
,,,Doc discovers the note from Marty in his pocket Refusing to know too much about his future,he tears up the note without reading it Just then
,,,just as the DeLorean materializes and slams into the porno theatre just down the block The bum,Red
,,,again and watches from a distance as the Libyans chase his previous self around the parking lot When the DeLorean vanishes and Marty's counterpart goes back to 1955,the Libyans lose control of their van
,,,to which Marty mentions that the car is wrecked Everyone starts barking about it until George shows them that Biff is waxing the car,a late model BMW
,,,quite astonished that the future had been altered so dramatically for himself and his family,Jennifer appears behind Marty He's relieved to see her and happy that his family is happier as well
,,,Roads Where we're going,we don't need roads Doc has converted the car to a hovercraft The car takes off
81341,1089,105236,heist-gone-wrong  nonlinear-timeline  written-and-directed-by-cast-member  written-by-director  robbery  flashback  heist  gang  gore  undercover-cop  shootout  no-background-score  directed-by-co-star  tied-to-a-chair  falling-out-among-thieves  multiple,The film opens to eight men eating breakfast at a diner Six of them wear matching black suits and ties and are using aliases Mr Blonde Michael Madsen  Mr Blue Eddie Bunker  Mr Brown director Quentin Tarantino  Mr Orange Tim Roth  Mr Pink Steve Buscemi  an
81456,349,109444,president  cia  drugs  colombia  colombian-drug-cartel  analyst  white-house  black-ops  rescue  director-of-operations  conspiracy  mercenary  terminal-illness  drug-cartel  cancer  covert-operation  arlington-national-cemetery  oval-office  deleting-dat,An aggrieved first term President implicitly What I would suggest I cannot suggest authorizes a secret military incursion into Columbia after a personal friend of his is killed by men connected to Ernesto Escobedo  leader of the Cali Cartel Jack Ryan  tem
81637,1276,61512,prison  death  loss-of-mother  prisoner  escape  killing-an-animal  punched-in-the-face  boxing-match  failure-to-communicate  corporal-punishment  talking-to-god  stubbornness  stealing-a-car  smile  rebelliousness  questioning-authority  prison-break  f,It is about May of 1948 in a small northern Florida town As the film opens  Lucas Jackson Paul Newman is using a pipe cutter to cut the tops off of parking meters He is drinking  possibly drunk  but not violent When the police arrive  he is peacefully arr
81645,933,48728,thief  reckless-driving  based-on-novel  burglar  cat  riviera  jewelry  french-riviera  lloyds-of-london  robbery  cat-burglar  burglary  police  jewel-thief  love  casino  chase  smooth-operator  party-gloves  golden-strapless-dress  black-strapless-dre,The Cat is John Robie Cary Grant Now a respectable and well-to-do grower of grapes and flowers on the French Riviera  before World War II he was a jewel thief -- a cat burglar -- who was imprisoned but granted parole so he could fight the Germans Someone
